,id,premise,hypothesis,lang_abv,language,label
10923,628d5533b1,"He argues that we should get the best we can, with the least loss and destruction of things we value.",The crowd disagreed with his argument.,en,English,1
10924,f5bacacb21,"The third attempt, however, worked better.",The third test worked better than the other two.,en,English,0
10925,d9be940932,Ваш друг из IRT скоро позвонит вам и принесет присягу по телефону.,"Чтобы иметь право на членство, вам необходимо пожертвовать 100 долларов.",ru,Russian,1
10926,76d3e2661c,"Khi Al Qaeda bị tấn công nghiêm trọng, trách nhiệm chuyển sang Văn phòng Nông trại New York.",Cục Cảnh sát Hình sự Thành phố New York đã bắt tất cả các tù nhân.,vi,Vietnamese,1
10927,7ee8487a70,يمكن النظر إلى التغييرات في قيم التدوير السريع عند الحواف التي تغير مساحة وحجم سطح رباعي الزوايا التي تشوه الشكل الهندسي على أنها منحنية بعدة طرق.,حجم رباعي الوجوه هو نفسه دائمًا.,ar,Arabic,2
10928,3f4c40b66b,"17 A few days, some post offices will auction the option of undressed mail with the right to a third package.",You can auction the right of the fourth package instead of sending untitled mail.,en,English,2
10929,245847e8ba,The MC2000-2 was initially revised and recommended by the Commission in accordance with market test rules.,The committee did not recommend MC2000-2.,en,English,2
10930,81f41d4a17,"suffers from rising costs, problems with production and test flights, and test delays.",Construction problems with test planes face rising costs.,en,English,0
10931,956089616a,"In the hottest hours, things practically stop, even if the Caribbean is an hour or two cheaper than its Mediterranean counterpart.",Things slowed down because there weren't enough people to help.,en,English,1
10932,00df2e8133,Herhangi bir açıklama yapmadıkları unutulmamalıdır.,Herhangi bir ayrıntı sağlamadığını unutmayın.,tr,Turkish,0
10933,b71bb8946a,"In the window above the sink there is a small container with the remains of: red barberry, willow twigs, Hinoki cypress cuttings with attached fruits, and hanging wisteria capsules.",In the window is a container of organic matter.,en,English,0
10934,0f89842985,The fight is stable,¿Has leído The Soft?,es,Spanish,2
10935,ad932bd53b,"The tomb of Job Czarnok, a company official, established the city of Caleta, located in the church cemetery.",Job Charnock's grave is located in the church cemetery.,en,English,0
10936,a45b8fc1c8,A son entrée se trouvent deux tours du XIVe siècle qui faisaient partie de l'ancien hôtel de ville.,Voici deux tours qui ont été construites au 14ème siècle.,fr,French,0
10937,d0b805a6e5,حاليًا ، الترتيب مفتوح للرجال ، وفي هذا الصدد جاءت السيدة بيشوب ، تليها المرأة التي كان أسلافها من الزنوج.,مرت الآنسة بيشوب بمجموعة من النساء وليس الرجال.,ar,Arabic,2
10938,3191701536,The man in the car killed himself in the attack,That Carter committed a crime.,en,English,1
10939,acba7ebd5c,"Hace décadas Virginia fue juzgada en una demanda contra Gratin para dejar de construir porque se debía a un fraude o algo similar, ya sabes.",Todos los contratos se han firmado sin problemas.,es,Spanish,2
10940,6a439d30ab,تو میں نے کل رقم کا حساب لگانا ہے۔,مجھے یقین ہے کہ مجھے کل پتہ ہونا چاہئے,ur,Urdu,1
10941,3d9d8c46fa,"Επιστροφή στην πόλη, μια βόλτα κατά μήκος του ποταμού θα σας μεταφέρει από το Chantan στο Jalan Bandar.",Η Chinatown είναι πολύ μακριά από το νερό.,el,Greek,2
10942,d515d9675c,Record! he said last.,Language registration.,en,English,1
10943,fc090507bb,يجب إيقاف تشغيل مولد الأمان وإيقاف المصعد.,كانت المولدات تشكل خطرا على السلامة.,ar,Arabic,0
10944,4611f33b13,مہادھر نے نیویارک کے میرٹھ میں اپنے ہوٹل کا پتہ دیا۔ لیکن میں نے نیویارک کے ایک ہوٹل میں رات گزاری۔,مدار جس ہوٹل سے بات کر رہا تھا اس میں نہیں ٹھہرتا تھا۔,ur,Urdu,0
10945,0c321ef30b,"Where do you think it might be, Mr. James? ""The lawyer shook his head.",Where is she going?,en,English,0
10946,94556f43cd,"I understand, I can imagine that all of you have big problems with bugs or up there",At least you don't have any bugs there.,en,English,2
10947,78bacfaaf0,مجھے یقین ہے کہ وہ ابھی کپتان کا خون لے کر پھانسی دینے والا ہے۔ میرے چچا بارباڈوس میں فیکٹری چھوڑ گئے اور جمیکا کی نائب حکومت کی منظوری لی۔,زه باور لرم چي زما تره کیپتن بلډ د هغه  .له جرمونو له امله مړغواړي,ur,Urdu,1
10948,ff59a93cde,"Sie können sich einen Bagger vorstellen, der den Weg für eine Neuentwicklung des Entwicklers Hey Loyd frei macht ...","Sie können sich vorstellen, dass ein Baggerfahrer einen Bagger startet.",de,German,1
10949,0ea49c12eb,who we thought would be uh most afraid of the one who clung to him and was the first to learn,What we learned earlier was expected to be timid.,en,English,0
10950,7861624f92,"There are a lot of villas along the way, but in degrees they seemed to become more and more vulnerable, and in the end we arrived at one that appeared to be the last of the group.","There are many large villas along the way. But they seem to get thinner and thinner until we reach the largest and quietest back, which seems to be the last.",en,English,1
10951,6d0a95a20a,"Yes, this is correct. Easily get the required credit card",It is always convenient to have a credit card.,en,English,0
10952,d880c3a238,Sharek must work hard:,Sharek has to fight two people to get attention.,en,English,1
10953,27ecdaa7a1,2000年期间向Hazmi和Mihdhar租用房间的室友显然是一位守法公民，他们与当地警方和FBI人员进行了长期友好的接触。,哈兹米和米达尔租了个房间。,zh,Chinese,0
10954,450697916d,"Oh really, i thought it was great",It was a good experience,en,English,0
10955,725df226d4,"It will never be traded (Brett Hume, Fox News Sunday; Tony Blunkley, Late Edition; Robert Novak, Capital Gang; Tucker Carlson, McLaughlin Group). The compromise is best explained by Howard Kurtz (NBC press conference) - he scolds Brill for his undisclosed contribution to the campaign and outweighs his lawsuit against Kenneth Starr, but he applauds for shedding light on the media.",They didn't think there was anything wrong with the undisclosed posts.,en,English,2
10956,2c6b7f851c,Rehberlere rehberlik etmek için 2000 yılına kadar yaşamayı umuyorum. Bin yıldır olduğu gibi Yidiş'in de çevresindeki insanları etkisiz hale getireceğine eminim.,Yidixu kültürü bin yıldan fazladır etrafta.,tr,Turkish,1
10957,df873322df,"The increase in intelligence is achieved through the method of fetal transformation, in which the fetuses of two carefully selected mothers must be transferred from one to the other.",IQ can be improved by replacing the fetus.,en,English,0
10958,15d1720ce5,"اور اس نے کہا ، ""ماں ، میں گھر ہوں۔""",اس نے اپنی ماں کو بتایا کہ یہ گھر ہے,ur,Urdu,0
10959,f494a26abf,"Khi về đến nhà, tôi nhận ra rằng Hoa Kỳ đã giảm một nửa nguồn cung cấp.",Tôi được biết rằng Hoa Kỳ cắt giảm nguyên liệu theo hai cách trước khi về nước.,vi,Vietnamese,2
10960,9a00de60e6,"इससे कोई फर्क नहीं पड़ता है, यदि आप इनमें से किसी एक मैट पर आते हैं, तो आप जानते हैं कि वे आमतौर पर इन खेलों में अच्छे स्वास्थ्य की नींव रखते हैं।","आपको व्यायाम उपकरण ऑनलाइन ऑर्डर करने की आवश्यकता होगी, क्योंकि वे किसी भी स्टोर में उपलब्ध नहीं हैं।",hi,Hindi,2
10961,6de53587b2,جی! آپ کس طرح ورزش کرتے ہیں؟,کیا آپ ہمیں بتا سکتے ہیں کہ ورزش کیسے کی جائے؟,ur,Urdu,0
10962,645e85f073,These two accounts are usually combined when discussing a social security program.,The social security scheme has a combination of these two accounts.,en,English,0
10963,028110bd96,เขาจึงออกจากเมืองและเขาและเขาก็ไม่เคยเห็นน้องสาวของเขาอีกเลย อย่าได้เจอพี่สาวอีกเลย,เขาเห็นพี่สาวทุกวัน,th,Thai,2
10964,4d4ad01561,Tracking game will be published at this time to find a place to hunt tigers for an evening safari.,Now the tiger will eat its prey.,en,English,1
10965,0c371aebc7,"Мне и мне нравятся другие его песни, но я признаю, что не очень люблю рэп.",У них есть несколько известных песен.,ru,Russian,1
10966,4d0baaa09c,oh my roommate sang,There was no sound in the lesson that was available to attend.,en,English,2
10967,d5e1f5e229,แต่พวกเขาทำสิ่งที่แตกต่างกันเล็กน้อย,วิธีการใช้งานดีขึ้นมาก,th,Thai,1
10968,0366cc2b7f,Quand ce projet sera-t-il terminé et quand devrait-il devenir l'un des projets les plus intéressants de toute la chaîne?,C'est un projet intéressant.,fr,French,0
10969,40a68fb137,"Ah, das vierte Jahr hat viel Spaß gemacht.","Ich mochte die 4. Klasse, weil wir eine Pause hatten.",de,German,1
10970,8e0fb286ca,"Kwa upande mwingine, ana Mark Twain kati yake na siku.",Marko Twain alisimama naye wakati wa mchana.,sw,Swahili,0
10971,eab4743648,"Kleine Dinge wie diese machen einen großen Unterschied in dem, was ich versuche zu tun.",Ich wollte mein Klassenplakat fertigstellen und die neuen Flaggen unterstützen.,de,German,1
10972,f67ad9d91b,"The average fare for MLS is only $13, which is one-third of the NHL or NBA fare.","Average ticket prices were about the same between MLS, NHL and NBA.",en,English,2
10973,bfd2c1586f,"Đồng thời, loại bỏ các ràng buộc thống kê để việc thống kê không dẫn đến những hậu quả không chính xác hoặc không lường trước được.",Chúng tôi thậm chí không phải thảo luận về giới hạn dữ liệu.,vi,Vietnamese,2
10974,c9e7fef28b,Mfano wangu halisi ni vyura na nzi.,Napenda dai hili.,sw,Swahili,1
10975,ba24620445,"De plus, il ne sait toujours pas grand-chose.","Malheureusement, il ne pouvait pas comprendre clairement à cause de la barrière de la langue.",fr,French,1
10976,f709c7c847,"Besucher der Spectrum-Sektion werden aufgefordert, verschiedene Maschinen zusammenzubauen und an wissenschaftlichen Experimenten teilzunehmen.",Der Eintritt in den Frequenzbereich ist für Zuschauer strengstens untersagt.,de,German,2
10977,4f08015014,تواصل كتابة رواية عن قرية مكسيكية تجمع بين تقاليد وفولكلور العديد من المكسيكيين.,كتبت عن قرية مكسيكية.,ar,Arabic,0
10978,f576b8c62b,"Oh, because heaven agrees with drugs, yeah, uh.",I really don't think so.,en,English,1
10979,784d36b176,"Und das, nun, er wurde wieder gesund. Er war es, also würde ich sagen, dass er zu 95% selbst ist.","Er hat nie versucht, etwas zu ändern.",de,German,2
10980,2691a98fd2,"Es kam von einem Luftwaffenstützpunkt, der in Kuba explodierte, und natürlich wurde Rudolf Anderson erschossen.",Alle Flugzeuge konnten nicht erschossen werden.,de,German,2
10981,22ca5d88a0,"The ITC has appointed legal aid attorneys to oversee each of the 12 types, and will prepare voluntary contributions and add them to the searchable database.",Volunteers had to write with pencil and paper as they did not have a computer.,en,English,2
10982,9b6623f1c1,"Good moments for blues music are Harvey's Blues Club in Santa Monica, Jack's Sugar Shake in Hollywood and House of Blues in West Hollywood.",Harvelle's Blues Club in Santa Monica is a great place for blues.,en,English,2
10983,23f0d1291d,Zoom in and zoom out-posters and brochures of survivors since Karaka depict isolated fruits.,"After Roe, the pro-life posters have never depicted isolated fetuses.",en,English,2
10984,bedcd7a7be,สังเกตว่ามีการทาสี trumpe l'oeil บนเพดานด้านบนอย่างไร ปรารถนาที่จะย้ายเข้าไปในโบสถ์เล็ก ๆ ในมหาวิหารโกธิค,เขาต้องการทาสีโบสถ์ในวิหารโกธิค,th,Thai,0
10985,55cf971bd5,"For example, case studies on the effectiveness of vocational training programs can also consider economic trends, such as the unemployment rate in society.","Without recognizing the general economic trends, the cases will be incomplete.",en,English,1
10986,9cd35fee05,The company later told us that it had closed the program due to the negative effects of job incentives.,The company later told us that it had improved the program due to bad habits.,en,English,2
10987,34b5bec566,Number of testimonials,There are many reviews.,en,English,0
10988,4f4330efc9,"Die Madrider Sammlungen Velazquez, El Greco, Goya, Zorbaran und andere antike spanische Künstler sind weltweit einzigartig.",Die Madrider Sammlung umfasst 500 Stücke.,de,German,1
10989,fa88155e8a,นั่นคือเหตุผลที่มันถูกรบกวนหากเสื้อผ้าและของประดับตกแต่งไม่เข้ากัน,เป็นเรื่องปกติที่ชุดและเครื่องประดับจะไม่สอดคล้องกัน,th,Thai,0
10990,bb0275c71e,"The UK's best-selling tabloid, The Sun, announced on Friday that it had filed for divorce from the world's first exclusive Texan model, Jerry Hall, in the London High Court against veteran rock star Mack Liver.",There is a British publication called The Sun.,en,English,0
10991,327209fa24,"Alikuwa mtoto wa waziri, alikuwa tajiri sana na alikuwa akijua watu mashuhuri. Anaheshimiwa sana katika jamii.",Baba yake ni mchungaji wa Kanisa la Kilutheri,sw,Swahili,1
10992,7465436bd2,"This is good and many people dislike it. Yes, I mean many people die, but not many are actually killed.",There are only a few people on death row.,en,English,2
10993,da523444f6,"AFFIRM membership was established in 1979 and consists of information resource management experts in the federal, academic and industrial fields.",AFFIRM was created in the early 2000s.,en,English,2
10994,7199994118,La Figura 4 muestra la curva de oferta de servicios de trabajo compartido.,Los servicios laborales son los más demandados en julio.,es,Spanish,1
10995,29cd2891e3,The final stages of uploading are like a mental dryness.,The last part of the upload feels like a mind-blowing backbone.,en,English,0
10996,acc733e625,"Wenn diese Technik funktioniert, auch wenn sie nur im dritten Absatz erscheint, haben Sie eine solide Geschichte.",Die Technik dieser Geschichte ist lakonisch und prägnant und auf zwei Absätze beschränkt.,de,German,2
10997,78bad82e21,Επιτρέψτε μου να σας συστήσω στο Blood Captain. Ανάγκασε τον επίσκοπο να δείξει την καλύτερη προσωπικότητα που μπορούσε να κυβερνήσει.,Ο επίσκοπος δεν έδειξε δύναμη.,el,Greek,2
10998,064e404e26,当然他们并不是在说，你知道你完全不能照顾他们，但你知道他们会来自大家庭。,无论如何，每个人都照顾自己的家庭。,zh,Chinese,2
10999,acc3c061ab,A sharp blow of whip fell on his back.,They were whipped everywhere except the back.,en,English,2
11000,4b4ea44855,"Για ασφάλεια, η γεννήτρια πρέπει να είναι απενεργοποιημένη και ο ανελκυστήρας θα σταματήσει να λειτουργεί.",Δεν υπάρχει πρόβλημα με τη γεννήτρια.,el,Greek,2
11001,8d3dc4452c,"Octavio, the nephew of Julio Naesar, was called Augusto; Rome ceased to be a republic and became an empire.","Octavian, Julius Caesar's nephew, is named Augustus. Rome is no longer a republic, but an empire.",en,English,0
11002,bb6b755d9a,"The goal of Diwan-i-Khas is very controversial. Must not be the private courtroom, meaning the name",Diwan i Khas' goals are contradictory.,en,English,0
11003,e28b153e47,"Si bien las estrategias de financiamiento pueden mejorarse, hay fondos disponibles para este trabajo.",Hay recursos para estos trabajos.,es,Spanish,0
11004,8dbe6e2cfb,The security of the Ibiza seven is very close.,Ibiza's defensive walls are almost completely intact.,en,English,0
11005,9bf328f90a,"La isla estuvo habitada hasta 1287, cuando Alfonso III de Aragón, con el pretexto de una serie de humillaciones de sus príncipes, encontró una excusa para invadir.",La isla tiene 100 millas cuadradas.,es,Spanish,1
11006,a4c7bc2510,"Имената на някои американци имат уникален резонанс за тях: като зърното на Маги, Уайоминг или Грац Крийк, Арканзас, Лискиле, Кентъки или Скрудж в Алабама.",Някои изображения ви правят щастливи.,bg,Bulgarian,1
11007,f77f883094,"""And I don't want to risk firefighting for something that looks equal.""",I want to fight.,en,English,2
11008,cc8c87822d,"Summer is characterized by long, hot days with strong sunshine and cloudy views.","If you are visiting during the cold summer months, be sure to wear sweaters and other warm clothing.",en,English,2
11009,490f413cfe,I have no interest in tactics,Al is very interested in tactics.,en,English,1
11010,47a50e86ee,"For more than a year, Clinton's agents threw the attorney general out of control.",The star never questioned Clinton.,en,English,2
11011,da88aa1997,اگر یہ بجٹ ایک بہت بڑا ، خوفناک اقدام ہے ، چاہے وہ صرف اس کی خاطر ہو,اس بجٹ میں اعلی خطرہ والی اشیاء کا انتخاب کیا گیا تھا۔,ur,Urdu,1
11012,1a7d307e4a,"Để thúc đẩy sự cởi mở và bảo mật, chúng tôi đã đồng ý với những người phỏng vấn ẩn danh.",Thông tin tiểu sử đầy đủ của từng người phỏng vấn sẽ được cung cấp theo yêu cầu.,vi,Vietnamese,2
11013,be672ba890,"Si los adjetivos suavizan los términos raciales, los sustantivos pueden endurecerlos.",Los sustantivos que pertenecen a idiomas étnicos mejoran nuestra comprensión de la etnia.,es,Spanish,1
11014,f8c35ba7e2,Onu ve bazı şarkılarını seviyorum ama genellikle rap yapmam,Rap müziği severim Ama şarkıları berbat.,tr,Turkish,2
11015,aec5fe823d,You say that L.A. he has it.,Los Angeles even has things you can't even name.,en,English,1
11016,dbc3bbe84a,Anh ấy nói rằng họ đã đi về phía bắc.,Anh ấy nói rằng mọi thứ đã dừng lại.,vi,Vietnamese,1
11017,71c14d61a6,B. C. The first signs of the first Roman Etruscans around nine,Most accurate account of Roman money Etruscans.,en,English,1
11018,5f6a5803ef,and I'm very happy so far,As long as it is active.,en,English,0
11019,598d2e59fc,"Today the island is little more than a forgotten backwater with few ferry connections to other islands, but its strong natural defenses gave it advantages in ancient times.",The last water was forgotten because it was surrounded by debris.,en,English,1
11020,8034988914,"It was replaced in 1910 by the famous Pontoon Bridge for its seafood restaurant, which was in operation until the opening of the current bridge in 1992.","The old Pontoon Bridge, famous for its seafood restaurant, was in service from 1910 to 1992.",en,English,0
11021,74952e1f1d,"Vineyards surround the gentle slope between Voges and the Rhine Valley along a narrow 120 km (75 mi) long strip that extends from Marienheim, west of Strasbourg, to Thane outside Mulhouse.",There is nothing on the slope between the Vosges and the Rhine Valley.,en,English,2
11022,a07667a6e7,من ناحية أخرى ، سار مارك توين معه في وضح النهار.,لم ير النور منذ سنوات.,ar,Arabic,1
11023,6818c68c9b,2010 کے بعد سے ہر سال ہائی جیک کی گئی AGVs کے ل the ، منتظم حصہ 9409 کے ذریعہ فوری طور پر ادائیگیوں کے لئے 47474 حص perہ اور نیلامی مختص کرتا ہے۔,وہ پارا کو کم کرتے ہیں۔,ur,Urdu,0
11024,3a648b72c9,"Cảnh sát tuyên bố họ đã trục xuất Ramsey, anh trai cùng cha khác mẹ của JonBenet, nghi phạm trong vụ giết cô và cả hai dường như sẽ rời thị trấn khi vụ án mạng xảy ra.","Anh trai của John Bennett, Ramsey đã ở ngoài thị trấn khi vụ giết người xảy ra.",vi,Vietnamese,0
11025,1343bcfa1a,Sosyal Sağlık Örgütü'nden lisansüstü eğitimciler okulda üç ders verdi.,Öğretmenler asla liseye gitmedi.,tr,Turkish,2
11026,55521ea27e,"First, get the same basics, which are to prevent and handle financial reports.",The basics should not be fixed first.,en,English,2
11027,70dbe0f24a,because then they will or will have a recipe,You will have a recipe.,en,English,0
11028,31a0af4cca,"Helmets, which will turn 81 at the end of their fifth term, are getting weaker.",The hat will last up to 91 years.,en,English,2
11029,231b719aa3,Do bring clothes and towels.,Don't forget to exchange towels and clothes.,en,English,0
11030,0e31103b8f,"Non, le sang a fermé son télescope.",Il y avait du sang autour du télescope.,fr,French,0
11031,311bcd683f,La teoría de la cuadrícula espinosa se puede construir en varias dimensiones.,Se pueden usar otras dimensiones para construir teorías de spinnet.,es,Spanish,0
11032,a1161057da,That's true,Impossible.,en,English,2
11033,cef7fe8aa2,For twelve dollars,Lots of twelve dollar checks.,en,English,2
11034,9176d6d65c,"Mais ce n'est pas l'Angleterre, apportez-la! Le deuxième fusil a rugi et la balle du pistolet s'est étendue sur moins de la moitié de la longueur du câble.",Notre navire a navigué en toute sécurité au large des côtes anglaises.,fr,French,2
11035,c5fc485f4c,นอกจากนี้ในออสเตรเลีย Centrelink ได้ระบุว่า 65% ของการจ่ายเงินไม่ถูกต้องซึ่งสามารถป้องกัน 13 สิ่งเกี่ยวข้องกับการประกาศรายได้ที่ไม่ถูกต้องในส่วนของลูกค้าหรือผู้รับผลประโยชน์,Centrelink สนับสนุนให้ลูกค้าป้อนข้อมูลอย่างรอบคอบเมื่อรายงานรายได้,th,Thai,1
11036,3f7c0bc794,"00 nous aide à donner des conseils, des encouragements et du plaisir à près de 400 enfants de la région d'Indianapolis.","Nous voulions organiser une fête de Noël pour les enfants, mais nous n'avons rien fait pour eux.",fr,French,2
11037,bd9fdf238c,Yes that may be a little less than it is for this time of year I think I haven't seen weather news about the weather in the news in the evening recently but I think the average height will be about seventy,All I do is watch the weather channel and I know this channel completely.,en,English,2
11038,2271b4d751,What will they tax and to whom?,Where will they make money from taxes?,en,English,0
11039,6cb2705ef2,"As Ben Strawberry writes in the New York Times Book Review, somewhere on the street, Kidder must have decided not to write a book about Tommy O'Connor.",The book is written about Tommy O'Connor.,en,English,2
11040,40b74dfad5,"Ah yes, they are, they are great, I am impressed",They impressed me.,en,English,0
11041,5f5364ba98,"TIG funds support the Technology Assessment Program, an initiative of the Cincinnati Legal Aid Company.",Technology Evolution project based in Florida.,en,English,2
11042,1275d39df9,"As long as Assad lives, he can face these problems and maintain an agreement with Israel.","For Assad, the only way to solve this problem is to die.",en,English,2
11043,79173724d6,"In the first case, the IRS does not record time before the individual arrives, agents and disgruntled callers.",Subscribers are encouraged to call several times.,en,English,1
11044,e2e9dacd13,"Yep, I took notes for five years on my car when I was right when I dropped out of college and never would have done it again. I have a few more years and I am.",I got a five-year note in my car when I got out of college and would never do it again.,en,English,0
11045,c044b2d24c,Най-накрая боли.,В крайна сметка това го обиди.,bg,Bulgarian,0
11046,52bceb4d89,"Oui, et je dirais que je pars, mais je pense que cela devrait attirer l'attention du public.","Mon film préféré est ""I'll Go Away"" et je le regarde une fois par semaine.",fr,French,1
11047,1e3b31b57e,"Ich meine, sie haben nur ungefähr 5 Kinder, eines ist gestorben.",Das tote Kind ist krank.,de,German,1
11048,ea02d90683,"In Hong Kong, you can have a hand painted plate or even a dinner party with your own design.",You can design your own plate or serve dinner all in Hong Kong.,en,English,0
11049,a359a01670,Σας ευχαριστούμε για την υποστήριξή σας στο Μουσείο Τέχνης της Ινδιανάπολης το 1999.,Χαιρόμαστε που βοηθήσατε το μουσείο.,el,Greek,0
11050,c0976712cd,Tarihsel olarak gramer ve çekicilik aynıdır.,Dilbilgisi ve çekicilik hiçbir zaman bağlantılı değildi.,tr,Turkish,2
11051,08d4a295c3,So we expect our local economy to be efficient,We have no expectations from our local economy.,en,English,2
11052,87ddb94f16,Barabara inageuka kwa kasi na juu ya miamba,Barabara ni sawa kabisa,sw,Swahili,2
11053,d656d9e7cf,"Kulikuwa na shida nyingi za kiufundi, haswa makombora ya moto.",Utengenezaji wa kombora la Moto wa Jehanamu una mapungufu ya kiufundi,sw,Swahili,0
11054,59b40d5543,"The city, an ancient Greek trading center, has managed to combine the atmosphere of a resort with daring, vibrant city life.","The city is known for its quiet, quiet atmosphere, free from crowds and noise.",en,English,2
11055,4d1eeebe55,What do you think about taxes Do you think we pay too much,We only pay the correct amount of tax.,en,English,2
11056,4da93648cf,The campaigns appear to be reaching a new group of participants.,The campaign attracted a new number of sponsors,en,English,0
11057,a4f7a27668,"FBI-Untersuchungsbericht über die Jennifer Stangel-Untersuchung, 14. September 2001",Jennifer Stangel sprach nie mit dem FBI.,de,German,2
11058,b325a218de,"我今天早上到那里, 呃，我忘了是我问了一个问题还是他进来了, 随便吧。",今天早上我来了，他也来了。,zh,Chinese,0
11059,3bd72de755,مطبوعات آپ کے انعامات کو 85 سال منانے کے لئے اہم ہیں ، جو انڈونیشیا کے سیاسی تھیٹر کو ملک کا مستقل کمیونٹی تھیٹر بناتے ہیں۔,حال ہی میں ، ایک اور تھیٹر نے اپنی 84 ویں سالگرہ منائی ، لیکن اس کے بعد یہ مکمل طور پر جل کر خاکستر ہوگئی۔,ur,Urdu,1
11060,0d715de160,"in fact, he is a cunning man","Even if the draft was worse, it was never pulled back from the draft.",en,English,2
11061,152184a5f8,"29. Do đó, 21 tháng có thể được coi là hợp lý và trong một số trường hợp, ước tính thận trọng về tổng thời gian cần thiết để sửa đổi một lò hơi.",Sẽ mất khoảng 21 tháng để đổi mới một lò hơi hệ thống ống nước.,vi,Vietnamese,0
11062,6c8e685b32,"8 A stoichiometry of 1.03 is typical if the FGD process produces gypsum by-product, while a stoichiometry of 1.05 is required to produce landfill suitable waste.",The 1.03 polarization measurement is typical when the FGD process produces a gypsum byproduct,en,English,0
11063,8eed8a937a,Καλός αδελφός - Αυτή η κοινή έκφραση βρίσκεται σήμερα στον Julius Caesar (iv.,Ο όρος «καλός αδελφός» χρησιμοποιείται μόνο από τον 20ο αιώνα.,el,Greek,2
11064,3e3fa583fb,Като колекция от мачове,Да! Това съвпада ли със съответните спестявания?,bg,Bulgarian,0
11065,360e85226c,"A nivel de base, el entonces director de la unidad Al Qaeda de la CIA le recordó que no creía que fuera él quien debía decidir qué hacer o qué no hacer.",El director no quiere jubilarse porque está casi jubilado.,es,Spanish,1
11066,b2550cab04,"To control land and sea routes to the south, the Moris still needed to conquer the eastern state of Kalinga (modern-day Orissa).",The Mauryas had a large army that Kalinga could conquer.,en,English,1
11067,27386be744,"В начале «Тамбора» Огл понял, что кровь преграждает ему путь, и внезапно его лицо и все его черты окаменели.",Огл не обнаружил сопротивления при ходьбе.,ru,Russian,2
11068,8f851511b4,Những bộ sưu tập nghệ thuật của châu Âu và Puerto Rico (có lẽ là khu vực đẹp nhất ở Caribe) sẽ rất quen thuộc với bất kỳ ai ở bất kỳ thủ đô nào của châu Âu.,Các bộ sưu tập nghệ thuật ở châu Âu và Puerto Rico là một trong những bộ sưu tập tốt nhất ở Caribe,vi,Vietnamese,0
11069,fdf9081d01,Last year they were scared.,You were nervous.,en,English,2
11070,448aec4f68,"Keep in mind that there are over 844 million Indians there, and many of them will be traveling with you at the same time, so they will be fighting on airplane seats and rooms. hotel.",There are usually not enough hotel rooms for everyone.,en,English,1
11071,7fa27c6b1a,is that all,Prevalence,en,English,0
11072,c30168c454,实践4：持续管理风险,该练习必须在本周末完成并上交。,zh,Chinese,1
11073,e9562941c3,ہاں یہ سب میرے لئے بہت گھٹیا پن لگتا ہے ، لگتا ہے BT بھی میرے لئے نہیں ہے۔,ہاں ، یہ ٹھیک ہے ، اب آپ حلقوں کے لارڈ کے نام سے مشہور ہوسکتے ہیں۔,ur,Urdu,0
11074,b2e5c736a2,Tiếp cận với những học sinh không thể tiếp cận thông qua trường học và các tổ chức cộng đồng khác.,Những học sinh thành công sẽ mãi mãi biết ơn.,vi,Vietnamese,1
11075,d0452d6ebc,Η φαντασία δεν είναι ένα δώρο που συνδέεται συνήθως με τη γραφειοκρατία,Μερικοί γραφειοκράτες μπορεί να είναι λίγο περίεργοι.,el,Greek,1
11076,10323baea2,(معذرت) نہیں ، میں نہیں چاہتا کہ آپ مرجائیں!,مجھے پرواہ نہیں اگر آپ مرجائیں!,ur,Urdu,2
11077,1ac9cddacb,He says he came up with the idea for a professional parachute helmet with an airbag system. ',He did not buy a helmet offer.,en,English,2
11078,e1832266f4,其他顾问也呼应这种担忧。,所有的顾问一致认为没有什么可担心的。,zh,Chinese,2
11079,8054d5ba7c,"Για αυτό και για την επόμενη οικονομική περίοδο, η νομική σχολή θα πρέπει να μειώσει τις περικοπές κρατικών ενισχύσεων και να αυξήσει τις δαπάνες για την υγειονομική περίθαλψη κατά πάνω από 400.000 $.",Το αλάτι ήταν προηγουμένως σχέδιο δημοσιονομικού ελλείμματος.,el,Greek,1
11080,162950f71d,"and calm down, good night",Good night and be careful.,en,English,0
11081,2bd48739be,需要注意的是法国邮政密度成本的影响大于,邮政密度对成本没有影响。,zh,Chinese,2
11082,01414a88e8,Bu yüzden bilip bilmediğimi bilmiyorum,"Bilmiyorum, umrumda değil.",tr,Turkish,2
11083,fceef68b98,I'm trying to think of some of my favorite musicians I love and they're not the last.,All my favorite musicians are up to date.,en,English,2
11084,44efcd3789,"I think the processing speed is close to the speed of the case, so keeping it in a normal state will not damage the system much.",Housing speed implementation,en,English,0
11085,f20ae5f658,وهي مرتبطة أيضًا بالهنود المحليين مثل جيمس ويتكوم ويوجين إف ديبي والسيدة سي جيه.,لعب يوجين دوبس اللعبة في جامعة إنديانا في إنديانا.,ar,Arabic,1
11086,1506709fc2,"Inspectors can use a contract letter to convey information, if any.",Reviewers can use a letter of commitment to communicate with stakeholders.,en,English,1
11087,e8b7bd6100,"Since 1998, LSC has initiated and monitored significant structural changes in the number and configuration of LSC-funded programs in order to develop more effective and efficient government distribution systems.",LSC has developed a better case delivery system.,en,English,0
11088,ec4bca77a6,The Jahangir Palace is built around an arched plaza.,There is a local court in the Spanish Palace.,en,English,2
